ID,Category,Difficulty,Question,Option A,Option B,Option C,Option D,Option E,Correct Answer,Explanation,Status
a9bafe5e-317d-4232-b128-b3ba7135fbf4,Pharmacokinetics,Hard,"A patient on lithium has a peak plasma concentration of 25 mg/L. The therapeutic trough level is 10 mg/L. The half-life is 8 hours. Using the equation C = C₀ × (0.5)^(t/t½), calculate how many hours until the concentration falls to the trough level.",7.07 hours,10.6 hours,5.3 hours,1.06 hours,21.2 hours,B,Half-life from Vd and clearance: t½ = (0.693 × Vd) ÷ CL = (0.693 × 30) ÷ 3 = 20.79 ÷ 3 = 6.93 hours. This relationship links drug distribution and elimination. Knowing t½ determines dosing interval (usually q1-2 half-lives) and time to steady state (4-5 half-lives ≈ 28-35 hours).,approved
8823287d-3928-4a69-b16d-abfed8edb7b7,Concentrations & Dilutions,Hard,A patient requires 30 mmol of potassium chloride added to 500 mL sodium chloride 0.9% to be infused over 8 hours. KCl is available as a 15% solution (1 mmol KCl = 74.5 mg). The maximum peripheral infusion rate is 10 mmol/hour. Calculate the volume of 15% KCl to add.,14.9 mL,3.73 mL,149 mL,16.39 mL,1.49 mL,A,"Ratio to percentage: 1 in 400 = 1 g per 400 mL. Percentage = (1 ÷ 400) × 100 = 0.25%. Quick method: divide 100 by the ratio denominator: 100 ÷ 400 = 0.25%. Conversions: 1:100 = 1%, 1:200 = 0.5%, 1:400 = 0.25%, 1:1000 = 0.1%.",approved
3429367f-f897-414f-90d5-6d18484e25db,IV Flow Rates & Infusions,Easy,An infusion of 950 mL needs to be administered over 9.5 hours. Calculate the infusion rate in mL/hr.,75.0 mL/hr,200 mL/hr,100 mL/hr,150.0 mL/hr,50.0 mL/hr,C,Infusion rate: Rate = Volume ÷ Time = 950 mL ÷ 9.5 hours = 100 mL/hr. Decimal hours work directly without conversion. Verify: 100 mL/hr × 9.5 hr = 950 mL confirms calculation. Standard maintenance fluid rate for adults.,approved
c92e4070-245a-4c2f-8803-1aa85e55a54c,Dosage Calculations,Hard,"A patient is started on warfarin for AF — loading regimen using the following titration schedule: 10 mg on day 1 for 1 days; 10 mg on day 2 for 1 days; 5 mg on day 3 for 1 days; check INR, then variable 3-5 mg daily for 25 days for 25 days. Warfarin is available in appropriate tablet strengths. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?",1 pack(s) of 28,10 pack(s) of 28,0.1 pack(s) of 28,4 pack(s) of 28,0.9 pack(s) of 28,A,"**Tablet/Dose Calculation**

**Method:**
1. Identify the dose per administration
2. Determine frequency per day
3. Calculate duration in days
4. Total = Doses per day × Number of days

**Answer: 28 tablets**

**Clinical note:** Always verify the prescription matches standard dosing guidelines and check for any dose adjustments needed.",approved
3844c06d-6e67-4e6e-a2aa-e989c98e8de9,IV Flow Rates & Infusions,Medium,"Esmolol 50mcg/kg/min, 80kg, 10mg/mL. Calculate the infusion rate in mL/hr.",48 mL/hr,24 mL/hr,18.0 mL/hr,12.0 mL/hr,36.0 mL/hr,B,"**Infusion Rate Calculation**

**Formula:** Rate = (Dose × Weight × 60) ÷ Concentration

**Answer: 24 mL/hr**",approved
d3f94f0d-8229-470f-a465-2769eb39d5bb,Dosage Calculations,Hard,A patient is started on prednisolone for acute asthma exacerbation using the following titration schedule: 40 mg daily for 5 days; 30 mg daily for 3 days; 20 mg daily for 3 days; 10 mg daily for 3 days; 5 mg daily for 3 days. Prednisolone is available as 5 mg tablets. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,2 pack(s) of 28,3 pack(s) of 28,1.5 pack(s) of 28,12 pack(s) of 28,4.5 pack(s) of 28,B,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 90 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
1731c718-f0a8-418d-97c2-a980b9242dd9,Dosage Calculations,Easy,A patient is prescribed Promethazine 25 mg three times daily for 5 days. How many tablets should be dispensed?,11.25 tablets,22.5 tablets,30 tablets,15 tablets,7.5 tablets,D,"Antihistamine/antiemetic supply: TDS (three times daily) for 5 days. Tablets = 3/day × 5 days = 15 tablets. Promethazine 25 mg TDS is used for nausea, allergies, and short-term sedation. First-generation antihistamine with significant anticholinergic effects. Causes marked drowsiness - warn about driving.",approved
b3ae521f-9ab6-4b05-881d-e4f31b9af431,IV Flow Rates & Infusions,Easy,Hypertonic saline 3% 250mL over 2hr. Calculate the infusion rate in mL/hr.,187.5 mL/hr,125 mL/hr,250 mL/hr,93.75 mL/hr,62.5 mL/hr,B,Rate = Volume ÷ Time = 250.0 mL ÷ 2.0 hours = 125.0 mL/hour.,approved
a07b9f7d-bc11-437c-bff0-beef9f89c1dc,Pharmacokinetics,Hard,"A 78 kg patient is receiving TPN containing 50% glucose (250 mL) and 15% amino acids (500 mL), infused over 16 hours. The maximum recommended glucose delivery is 5 g/kg/day. Calculate the glucose delivery rate in g/kg/day and determine if it is within limits.",1.07 g/kg/day,0.8 g/kg/day,2.4 g/kg/day,1.6 g/kg/day,4.8 g/kg/day,D,"**Volume of Distribution (Vd) Calculation**

**Formula:** Vd = Dose / Initial Plasma Concentration

Or: Vd = (0.693 × t½) / Clearance

**Answer: 2 L**

**Clinical significance:** Vd indicates how extensively a drug distributes into tissues. High Vd suggests extensive tissue distribution.",approved
bd238502-3fbf-4a82-a3bf-74897cd2b829,Concentrations & Dilutions,Easy,Convert a 0.6% solution to mg/mL.,4.5 mg/mL,3.0 mg/mL,12 mg/mL,9.0 mg/mL,6 mg/mL,E,"**Unit Conversion: Micrograms to Milligrams**

To convert micrograms (mcg) to milligrams (mg), divide by 1000.

**Formula:** mcg ÷ 1000 = mg

**Answer: 6 mg/mL**

**Key concept:** 1 mg = 1000 mcg. Moving from smaller to larger units requires division.",approved
18349227-b526-4535-b3d1-2c4784097112,Concentrations & Dilutions,Easy,A solution contains 1.5 g in 30 mL. Calculate the concentration in mg/mL.,37.5 mg/mL,25.0 mg/mL,100 mg/mL,75.0 mg/mL,50 mg/mL,E,1.5 g × 1000 = 1500 mg. (1 g = 1000 mg),approved
0383d73a-d5de-4f02-bdf0-2280f2c331fe,Unit Conversions,Easy,Convert 62.5 micromoles (mcmol) to mmol.,0.046875 mmol,0.0625 mmol,0.03125 mmol,0.125 mmol,0.09375 mmol,B,"**Pharmaceutical Calculation**

Using the standard calculation method for this type of problem:

**Answer: 0.0625 mmol**

**Method:** Apply the appropriate formula based on the given values, ensuring correct unit conversions throughout the calculation.

**Clinical note:** Always double-check calculations, especially for high-risk medications.",approved
fd865f88-3db6-48ad-b5c1-e6b54ecdf81e,Dosage Calculations,Hard,A patient is started on mirtazapine for depression with insomnia using the following titration schedule: 15 mg at night for 14 days; 30 mg at night for 14 days; 45 mg at night for 28 days. Mirtazapine is available as 15 mg tablets. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,5 pack(s) of 28,4.5 pack(s) of 28,7.5 pack(s) of 28,2.5 pack(s) of 28,20 pack(s) of 28,A,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 14 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
9096df25-51e8-4a35-8468-fa7ac8099d58,IV Flow Rates & Infusions,Hard,A 72 kg patient requires adrenaline at 2 micrograms/minute. The infusion is prepared as 5 mg in 50 mL of sodium chloride 0.9% (concentration: 0.1 mg/mL). The maximum infusion rate is 50 mL/hour. Calculate the required infusion rate in mL/hour and confirm it is within the maximum.,12 mL/hour,1.08 mL/hour,2.4 mL/hour,1.2 mL/hour,0.4 mL/hour,D,Infusion rate: Rate = Volume ÷ Time = 1250 mL ÷ 10 hours = 125 mL/hr. This is a common rate for maintenance IV fluids in adults. For gravity drip with 20 drops/mL set: 125 × 20 ÷ 60 = 42 drops/min. Always document rate on the fluid chart and set pump alarms.,approved
24c3c974-12eb-4af2-b49a-62ab71472271,Concentrations & Dilutions,Hard,"A 72 kg patient with an eGFR of 32 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. The dose is diluted to 500 mL and infused over 30 minutes. If the adjusted dose is diluted to 500 mL and infused over 30 minutes, what is the infusion rate in mL/hour?",1000 mL/hour,250 mL/hour,2000 mL/hour,3000 mL/hour,667 mL/hour,A,Electrolyte unit conversion: Step 1: mg/L = mmol/L × MW = 24 × 61 = 1464 mg/L. Step 2: mg/dL = mg/L ÷ 10 = 146.4 mg/dL ≈ 146 mg/dL. Normal serum bicarbonate: 22-28 mmol/L. Low values indicate metabolic acidosis; high values suggest metabolic alkalosis.,approved
8b122333-78d1-4618-aaa1-2fc1918462c8,Concentrations & Dilutions,Easy,A solution contains 900 mg in 18 mL. Calculate the concentration in mg/mL.,50 mg/mL,25.0 mg/mL,75.0 mg/mL,100 mg/mL,37.5 mg/mL,A,"Concentration calculation: Concentration = Amount ÷ Volume = 900 mg ÷ 18 mL = 50 mg/mL. Simplify: both divisible by 18, or recognise 900/18 = 50. For a 150 mg dose: Volume = 150 ÷ 50 = 3 mL. Always label syringes with drug name and concentration after drawing up.",approved
9eb40932-f7b4-48ed-aaf9-2bb309141442,Unit Conversions,Easy,Convert 3250 mg to g.,3.25 g,2.4375 g,4.875 g,1.625 g,6.5 g,A,Milligram to gram conversion: 1000 mg = 1 g. Divide by 1000: 3250 mg ÷ 1000 = 3.25 g. Move decimal 3 places left. This conversion helps compare total daily doses when individual doses are in mg but reference ranges use grams.,approved
e9638ff3-5d72-4c18-8869-8de9923fd8fb,Dosage Calculations,Hard,A 75 kg patient with an eGFR of 35 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 30-60 mL/min/1.73m²: reduce to 60% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. What is the correct amikacin dose for this patient?,675 mg,2700 mg,168.8 mg,2025 mg,67.5 mg,A,Immunotherapy weight-based dosing: Dose = Weight × Dose per kg = 70 kg × 2 mg/kg = 140 mg. Pembrolizumab is a PD-1 checkpoint inhibitor for various cancers. Now also available as flat dose (200 mg q3w or 400 mg q6w). Monitor for immune-related adverse events affecting any organ system. Given IV over 30 minutes.,approved
445e65b8-9276-4bb5-9482-a58a51c9b244,IV Flow Rates & Infusions,Easy,Parenteral iron 500mg in 250mL over 4hr. Calculate the infusion rate in mL/hr.,31.25 mL/hr,62.5 mL/hr,46.875 mL/hr,93.75 mL/hr,125.0 mL/hr,B,"IV iron infusion rate: Rate = Volume ÷ Time = 250 mL ÷ 4 hours = 62.5 mL/hr. IV iron (e.g., ferric carboxymaltose, iron sucrose) is used when oral iron is ineffective or not tolerated. Test dose may be required. Monitor for anaphylaxis - resuscitation facilities must be available. Observe for 30 minutes post-infusion.",approved
7e48fe21-5684-4f70-9de7-4b5348325bab,Dosage Calculations,Hard,A patient is started on gabapentin for neuropathic pain using the following titration schedule: 300 mg once daily for 3 days; 300 mg twice daily for 4 days; 300 mg three times daily for 7 days; 400 mg three times daily for 14 days. Gabapentin is available in appropriate tablet strengths. Tablets come in packs of 100. How many packs should be dispensed for the primary drug?,0.33 pack(s) of 100,1 pack(s) of 100,4 pack(s) of 100,3 pack(s) of 100,0.67 pack(s) of 100,B,5-HT3 antiemetic supply: BD (twice daily) for 5 days. Tablets = 2/day × 5 days = 10 tablets. Granisetron 1 mg BD is used for chemotherapy and radiotherapy-induced nausea. Longer acting than ondansetron. Also available as transdermal patch (3.1 mg/24hr) for extended prophylaxis. Less QT prolongation risk than ondansetron.,approved
96ffdcbc-9d65-4f86-b92e-f132dde98bb6,Pharmacokinetics,Hard,A 10 kg child is experiencing anaphylaxis. The recommended IM adrenaline dose is 10 micrograms/kg (maximum 500 micrograms). Adrenaline is available as 1:1000 solution. Calculate the volume to administer.,1 mL,0.1 mL,0.15 mL,0.11 mL,0.09 mL,B,"**Pharmacokinetic Calculation: Half-life**

**Formula:** t½ = (0.693 × Vd) ÷ Clearance

Or: t½ = 0.693 ÷ elimination rate constant (ke)

**Key concepts:**
- After 1 half-life: 50% remains
- After 5 half-lives: ~97% eliminated (steady state reached)

**Answer: 4.8 hours**",approved
50fff82a-46b1-426b-a12e-4c603b2f0dbf,Dosage Calculations,Hard,A patient is started on spironolactone for heart failure (initiation) using the following titration schedule: 25 mg daily for 28 days; 50 mg daily for 28 days. Spironolactone is available as 25 mg tablets. Calculate the total milligrams of spironolactone over the entire course.,1050 mg,2100 mg,2310 mg,21000 mg,525 mg,B,5-HT3 antiemetic supply: BD (twice daily) for 3 days. Tablets = 2/day × 3 days = 6 tablets. Ondansetron 8 mg BD is used for chemotherapy-induced and post-operative nausea. Can also be given IV. Constipation is the main side effect. ECG monitoring advised at higher doses due to QT prolongation risk.,approved
4e9e3ea7-4adc-4b41-b7b0-5e0401e3b907,Dosage Calculations,Hard,"A patient is started on warfarin for AF — loading regimen using the following titration schedule: 10 mg on day 1 for 1 days; 10 mg on day 2 for 1 days; 5 mg on day 3 for 1 days; check INR, then variable 3-5 mg daily for 25 days for 25 days. Warfarin is available in appropriate tablet strengths. Calculate the total number of 1 mg tablets needed for the primary drug.",25.2 tablets,14 tablets,28 tablets,18.68 tablets,30.8 tablets,C,Antiemetic supply: TDS (three times daily) for 7 days. Tablets = 3/day × 7 days = 21 tablets. Cyclizine 50 mg TDS is a first-line antiemetic for vestibular and opioid-induced nausea. Antihistamine with anticholinergic properties. Avoid in severe heart failure (negative inotropic effect). Causes drowsiness.,approved
a2f91a53-e150-4f08-bdac-8427d6fe5566,Pharmacokinetics,Hard,A 35 kg child is experiencing anaphylaxis. The recommended IM adrenaline dose is 10 micrograms/kg (maximum 500 micrograms). Adrenaline is available as 1:1000 solution. Calculate the volume to administer.,0.17 mL,0.7 mL,0.35 mL,0.39 mL,0.09 mL,C,"**Pharmaceutical Calculation**

Using the standard calculation method for this type of problem:

**Answer: 0.5 fraction**

**Method:** Apply the appropriate formula based on the given values, ensuring correct unit conversions throughout the calculation.

**Clinical note:** Always double-check calculations, especially for high-risk medications.",approved
38488537-dba7-45a6-8681-287ae3743f99,Dosage Calculations,Hard,A patient is started on gabapentin for neuropathic pain using the following titration schedule: 300 mg once daily for 3 days; 300 mg twice daily for 4 days; 300 mg three times daily for 7 days; 400 mg three times daily for 14 days. Gabapentin is available in appropriate tablet strengths. Calculate the total milligrams of gabapentin over the entire course.,6600 mg,2640 mg,79200 mg,26400 mg,52800 mg,D,Answer: 42 tablets,approved
08e52091-2030-4e03-8376-a9311f7442de,Dosage Calculations,Hard,A 67 kg patient with an eGFR of 15 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 0-29 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. What is the correct fluconazole dose for this patient?,50 mg,600 mg,200 mg,2000 mg,180 mg,C,Dose = 3.0 mg/kg × 68.0 kg = 204.0 mg.,approved
7f00971c-cf80-4e03-bb4b-47dcded0f30f,Concentrations & Dilutions,Easy,How much final volume is obtained when 30 mL of a 10% solution is diluted to 3%?,50.0 mL,75.0 mL,200 mL,150.0 mL,100 mL,E,Using C1V1 = C2V2 dilution formula to calculate the required volume or concentration. 100 mL.,approved
015c44d4-f0da-4ba6-956c-61e97763b6b0,IV Flow Rates & Infusions,Easy,A patient requires 1 L of colloid to be administered over 6 hours. Calculate the infusion rate in mL/hr.,83.5 mL/hr,167 mL/hr,125.25 mL/hr,334 mL/hr,250.5 mL/hr,B,"**Infusion Rate Calculation**

**Formula:** Rate (mL/hr) = Volume (mL) ÷ Time (hours)

**Method:**
1. Identify total volume to infuse
2. Identify time period (convert to hours if needed)
3. Divide volume by time

**Answer: 167 mL/hr**

**Clinical note:** Always double-check calculations for IV infusions and verify with another healthcare professional for high-risk medications.",approved
56be68c3-8595-4059-ba88-3ea6211c2618,Dosage Calculations,Easy,A patient is prescribed Prochlorperazine 5 mg three times daily for 10 days. How many tablets should be dispensed?,15.0 tablets,30 tablets,45.0 tablets,22.5 tablets,60 tablets,B,"**Tablet/Dose Calculation**

**Method:**
1. Identify the dose per administration
2. Determine frequency per day
3. Calculate duration in days
4. Total = Doses per day × Number of days

**Answer: 30 tablets**

**Clinical note:** Always verify the prescription matches standard dosing guidelines and check for any dose adjustments needed.",approved
99ff2189-1ee8-42ec-bc07-3ebdc428f984,IV Flow Rates & Infusions,Easy,An infusion of 850 mL needs to be administered over 8.5 hours. Calculate the infusion rate in mL/hr.,200 mL/hr,75.0 mL/hr,50.0 mL/hr,100 mL/hr,150.0 mL/hr,D,Rate = Volume ÷ Time = 850.0 mL ÷ 8.5 hours = 100.0 mL/hour.,approved
cbe59f75-4fa9-4bbb-9f51-43dcd24ac8a5,Unit Conversions,Easy,Convert 1.8 kg to g.,2700.0 g,1350.0 g,3600 g,900.0 g,1800 g,E,"**Unit Conversion: Kilograms to Grams**

To convert kilograms (kg) to grams (g), multiply by 1000.

**Formula:** kg × 1000 = g

**Answer: 1800 g**

**Key concept:** 1 kg = 1000 g.",approved
92be3524-3422-42a0-bbbe-14555b9ad066,Concentrations & Dilutions,Easy,A solution contains 250 mg in 10 mL. Calculate the concentration in mg/mL.,25 mg/mL,50 mg/mL,12.5 mg/mL,18.75 mg/mL,37.5 mg/mL,A,Concentration = 250.0 mg ÷ 10.0 mL = 25.0 mg/mL.,approved
169d8602-52f3-40d6-933b-0187d4830f26,Dosage Calculations,Hard,A patient is started on sertraline for depression using the following titration schedule: 50 mg daily for 14 days; 100 mg daily for 14 days; 150 mg daily for 28 days. Sertraline is available as 50 mg tablets. Calculate the total milligrams of sertraline over the entire course.,4202.1 mg,18900 mg,3150 mg,12600 mg,6300 mg,E,Prokinetic antiemetic supply: TDS (three times daily) for 7 days. Tablets = 3/day × 7 days = 21 tablets. Note: Metoclopramide is restricted to maximum 5 days in EU/UK due to extrapyramidal side effects. This 7-day prescription exceeds recommended duration - verify with prescriber. Max 30 mg/day. Avoid in under-20s.,approved
e56640db-03ed-4895-92e0-4611f90700b2,Unit Conversions,Hard,A 78 kg patient with an eGFR of 18 mL/min/1.73m² is prescribed aciclovir at 10 mg/kg every 8 hours. The BNF recommends a maximum single dose of 800 mg and the following renal dose adjustments: eGFR 10-24 mL/min/1.73m²: reduce to 50% of normal dose. Aciclovir injection is available as 25 mg/mL in 20 mL vials. What is the correct aciclovir dose for this patient?,585 mg,39 mg,390 mg,195 mg,1170 mg,C,"Microgram to milligram: 1000 mcg = 1 mg. Divide by 1000: 850 mcg ÷ 1000 = 0.85 mg. Move decimal 3 places left. This conversion prevents 1000-fold errors with drugs like fentanyl, digoxin, and colchicine where confusion between mcg and mg can be fatal.",approved
40503b38-246b-41ff-a261-ffe1a91cc2fc,Dosage Calculations,Hard,"A patient on valproate has a peak plasma concentration of 25 mg/L. The therapeutic trough level is 5 mg/L. The half-life is 4 hours. Using the equation C = C₀ × (0.5)^(t/t½), calculate how many hours until the concentration falls to the trough level.",8.37 hours,13.95 hours,9.3 hours,18.6 hours,2.33 hours,C,"Antidiarrhoeal maximum dose: Initial dose 4 mg (2 capsules), then 2 mg after each loose stool. Maximum 16 mg/day (8 capsules). Loperamide is an opioid receptor agonist acting locally in the gut. OTC availability. High doses can cause cardiac arrhythmias (QT prolongation) - important safety concern.",approved
81218c0d-3b8d-4d0a-92bb-ca89afc80225,IV Flow Rates & Infusions,Hard,A 90 kg patient with an eGFR of 10 mL/min/1.73m² is prescribed gentamicin at 5 mg/kg once daily. The BNF recommends a maximum single dose of 500 mg and the following renal dose adjustments: eGFR 0-14 mL/min/1.73m²: reduce to 25% of normal dose. Gentamicin injection is available as 40 mg/mL in 2 mL vials. What volume of gentamicin injection (40 mg/mL) should be drawn up?,0.94 mL,0.28 mL,2.81 mL,5.62 mL,8.43 mL,C,Dose = 5.0 mg/kg × 70.0 kg = 350.0 mg.,approved
7892d59c-72bf-4f21-80d2-225772419b52,Concentrations & Dilutions,Hard,A 82 kg patient with an eGFR of 10 mL/min/1.73m² is prescribed fluconazole at 6 mg/kg once daily. The BNF recommends a maximum single dose of 400 mg and the following renal dose adjustments: eGFR 0-29 mL/min/1.73m²: reduce to 50% of normal dose. Fluconazole injection is available as 2 mg/mL in 100 mL vials. What volume of fluconazole injection (2 mg/mL) should be drawn up?,300 mL,100 mL,110 mL,66.7 mL,1000 mL,B,"**Pharmaceutical Calculation**

Using the standard calculation method for this type of problem:

**Answer: 40 g/L**

**Method:** Apply the appropriate formula based on the given values, ensuring correct unit conversions throughout the calculation.

**Clinical note:** Always double-check calculations, especially for high-risk medications.",approved
eaad7f9c-2d08-42a9-b97b-93f4430253fd,Pharmacokinetics,Hard,A 90 kg patient with diabetic ketoacidosis requires insulin (actrapid) at 0.15 units/kg/hour. The infusion is prepared as 50 units in 50 mL of sodium chloride 0.9% (1 unit/mL). The maximum recommended rate is 15 units/hour. Calculate the infusion rate in mL/hour.,20.25 mL/hour,1.35 mL/hour,14.85 mL/hour,13.5 mL/hour,27 mL/hour,D,Clearance from Vd and ke: CL = Vd × ke. Calculation: CL = 100 L × 0.05 hr⁻¹ = 5 L/hr. This links three fundamental PK parameters. Clearance can also be expressed as CL = 0.693 × Vd ÷ t½. High clearance drugs are more affected by changes in hepatic blood flow.,approved
25fc4ef9-2d47-4e6a-b0c4-f9cac0076d14,IV Flow Rates & Infusions,Hard,A 58 kg patient in the ICU requires dobutamine at 10 micrograms/kg/minute. The infusion is prepared as 250 mg in 250 mL (concentration: 1 mg/mL). The maximum recommended rate is 20 micrograms/kg/minute. Calculate the infusion rate in mL/hour.,11.59 mL/hour,52.2 mL/hour,348 mL/hour,34.8 mL/hour,104.4 mL/hour,D,"**Infusion Rate Calculation**

**Formula:** Rate (mL/hr) = Volume (mL) ÷ Time (hours)

**Answer: 125 mL/hr**",approved
fbb0a156-7c1d-4643-9ef7-c46586faec54,Concentrations & Dilutions,Easy,A solution contains 1200 mg in 24 mL. Calculate the concentration in mg/mL.,37.5 mg/mL,25.0 mg/mL,75.0 mg/mL,50 mg/mL,100 mg/mL,D,"Concentration: Amount ÷ Volume = 1200 mg ÷ 24 mL = 50 mg/mL. Both numbers divisible by 24 simplifies calculation. For a 200 mg dose: 200 ÷ 50 = 4 mL needed. Always check concentration before drawing up to prevent dosing errors, especially with high-concentration formulations.",approved
1b77c4ac-89fd-4ae9-9ec2-fd13e00ca775,Dosage Calculations,Hard,A patient is started on amitriptyline for neuropathic pain (titrating) using the following titration schedule: 10 mg at night for 7 days; 25 mg at night for 7 days; 50 mg at night for 14 days; 75 mg at night for 28 days. Amitriptyline is available in appropriate tablet strengths. Calculate the total milligrams of amitriptyline over the entire course.,1014.0 mg,761.2 mg,30450 mg,3045 mg,2740.5 mg,D,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 15 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
335d4000-b2df-4d76-82c4-c38e7b041a3b,Dosage Calculations,Hard,A patient is started on levetiracetam for epilepsy (initiation) using the following titration schedule: 250 mg twice daily for 14 days; 500 mg twice daily for 14 days; 750 mg twice daily for 14 days; 1000 mg twice daily for 28 days. Levetiracetam is available as 250 mg tablets. Tablets come in packs of 60. How many packs should be dispensed for the primary drug?,21 pack(s) of 60,2.33 pack(s) of 60,6.3 pack(s) of 60,7 pack(s) of 60,28 pack(s) of 60,D,"H2 antagonist supply: BD (twice daily) for 14 days. Tablets = 2/day × 14 days = 28 tablets. Note: Ranitidine was withdrawn globally in 2020 due to NDMA contamination. This question tests calculation skills; in practice, famotidine or PPIs are alternatives. Historical awareness is important for the pre-reg exam.",approved
c54199fa-b390-4eb0-8d83-c802a517e82a,Dosage Calculations,Hard,A patient is started on gabapentin for neuropathic pain using the following titration schedule: 300 mg once daily for 3 days; 300 mg twice daily for 4 days; 300 mg three times daily for 7 days; 400 mg three times daily for 14 days. Gabapentin is available in appropriate tablet strengths. Calculate the total number of 100 mg tablets needed for the primary drug.,148 tablets,18.5 tablets,74 tablets,66.6 tablets,222 tablets,C,"PPI supply: OD (once daily) for 28 days = 28 capsules. Esomeprazole 40 mg daily is the S-isomer of omeprazole with slightly improved bioavailability. Used for GORD, peptic ulcers, and H. pylori eradication. Take 30 min before food. Review after 4-8 weeks; step down to 20 mg for maintenance if needed.",approved
5921fe7c-130d-4104-b402-bdf5d9a8a0ff,Dosage Calculations,Hard,A patient is started on levetiracetam for epilepsy (initiation) using the following titration schedule: 250 mg twice daily for 14 days; 500 mg twice daily for 14 days; 750 mg twice daily for 14 days; 1000 mg twice daily for 28 days. Levetiracetam is available as 250 mg tablets. Calculate the total number of 250 mg tablets needed for the primary drug.,3920 tablets,98 tablets,261.5 tablets,39.2 tablets,392 tablets,E,Osmotic laxative supply: BD (twice daily) for 14 days. Sachets = 2/day × 14 days = 28 sachets. Laxido (macrogol 3350) is dissolved in water before administration. Each sachet in 125 mL water. First-line for chronic constipation. Higher doses (8 sachets/day in 1 L) used for faecal impaction over 3 days.,approved
78f888fe-1feb-4f40-b028-da828e35d4f8,Pharmacokinetics,Easy,"If 90% of a drug has been eliminated, what fraction of the original dose remains?",0.1 fraction,0.07500000000000001 fraction,0.2 fraction,0.05 fraction,0.15000000000000002 fraction,A,"**Half-life/Elimination Calculation**

**Key concepts:**
- t½ = 0.693 × Vd ÷ Clearance
- After n half-lives: Fraction remaining = (0.5)ⁿ

**Answer: 0.1 fraction**",approved
6dc8aa4c-fa7d-40e6-a43f-c2c8f4908ab9,Concentrations & Dilutions,Easy,Convert 0.15% to mg/100mL.,300 mg,75.0 mg,112.5 mg,150 mg,225.0 mg,D,"**Unit Conversion: Micrograms to Milligrams**

To convert micrograms (mcg) to milligrams (mg), divide by 1000.

**Formula:** mcg ÷ 1000 = mg

**Answer: 150 mg**

**Key concept:** 1 mg = 1000 mcg. Moving from smaller to larger units requires division.",approved
4c4e5e5f-76df-4bcf-934e-5f396a00cb47,Dosage Calculations,Hard,A patient is started on donepezil for Alzheimer's disease using the following titration schedule: 5 mg once daily for 28 days; 10 mg once daily for 56 days. Donepezil is available as 5 mg tablets. Calculate the total milligrams of donepezil over the entire course.,7000 mg,700 mg,175 mg,630 mg,2100 mg,B,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 112 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
2b731e67-7410-45db-a0d8-95ddd09d753d,IV Flow Rates & Infusions,Hard,A 88 kg patient in the ICU requires dobutamine at 5 micrograms/kg/minute. The infusion is prepared as 250 mg in 250 mL (concentration: 1 mg/mL). The maximum recommended rate is 20 micrograms/kg/minute. Calculate the infusion rate in mL/hour.,26.4 mL/hour,23.76 mL/hour,29.04 mL/hour,6.6 mL/hour,264 mL/hour,A,Rate = Volume ÷ Time = 700.0 mL ÷ 7.0 hours = 100.0 mL/hour.,approved
