ID,Difficulty,Question,Option A,Option B,Option C,Option D,Option E,Correct Answer,Explanation,Status
14a3628d-2252-48d0-aace-79c574268f40,Hard,A patient is started on rivaroxaban for DVT treatment using the following titration schedule: 15 mg twice daily for 21 days; 20 mg once daily for 90 days. Rivaroxaban is available as 15 mg tablets. Calculate the total number of 15 mg tablets needed for the primary drug.,53.95 tablets,162 tablets,178.2 tablets,81 tablets,108.0 tablets,B,"Step 1: Calculate the total 15 mg tablets for each phase
• Phase 1: 15 mg BD × 21 days → 2 tablets/day × 21 = 42 tablets
• Phase 2: 20 mg OD × 90 days → 20 mg ÷ 15 mg = 1.33 tablets/day × 90 = 120 tablets

Step 2: Calculate the total
• Total = 42 + 120 = 162 tablets

Answer: 162 tablets

Why other answers are wrong:
• 53.95 tablets — Calculation error
• 178.2 tablets — Calculation error
• 81 tablets — Half the correct answer
• 108.0 tablets — Calculation error",approved
5290334c-90dc-4c3c-a626-c37f42efcf2c,Hard,"A patient (weight 78 kg, height 152 cm, BSA 1.78 m²) is prescribed etoposide at 100 mg/m² as part of a chemotherapy regimen. The BNF maximum single dose is 250 mg. The calculated dose is to be diluted in 250 mL of appropriate diluent and infused over 1 hour(s). Calculate the infusion rate in mL/hour.",125 mL/hour,166.8 mL/hour,250 mL/hour,750 mL/hour,25 mL/hour,C,"Step 1: Calculate the dose using BSA
• Dose = 100 mg/m² × 1.78 m² = 178 mg

Step 2: Check against maximum
• 178 mg is below 250 mg max, so no cap

Step 3: Calculate infusion rate
• Diluted in 250 mL, infused over 1 hour
• Rate = 250 mL ÷ 1 hour = 250 mL/hour

Answer: 250 mL/hour

Why other answers are wrong:
• 125 mL/hour — Would imply a 2-hour infusion
• 166.8 mL/hour — Calculation error
• 750 mL/hour — Would imply a 20-minute infusion
• 25 mL/hour — Decimal error (÷ 10)",approved
19cf3b9b-b4a7-447d-91e8-097386ccad20,Hard,A patient is started on mirtazapine for depression with insomnia using the following titration schedule: 15 mg at night for 14 days; 30 mg at night for 14 days; 45 mg at night for 28 days. Mirtazapine is available as 15 mg tablets. Calculate the total number of 15 mg tablets needed for the primary drug.,84.04 tablets,378 tablets,41.96 tablets,504 tablets,126 tablets,E,"Step 1: Calculate the total 15 mg tablets for each phase
• Phase 1: 15 mg/night × 14 days → 1 tablet/day × 14 = 14 tablets
• Phase 2: 30 mg/night × 14 days → 2 tablets/day × 14 = 28 tablets
• Phase 3: 45 mg/night × 28 days → 3 tablets/day × 28 = 84 tablets

Step 2: Calculate the total
• Total = 14 + 28 + 84 = 126 tablets

Answer: 126 tablets

Why other answers are wrong:
• 84.04 tablets — Calculation error
• 378 tablets — Triple the correct answer
• 41.96 tablets — Calculation error
• 504 tablets — Quadruple the correct answer",approved
43178ad6-922f-4687-8ce4-55ec7720678f,Easy,Cefuroxime 750mg three times daily for 5days. Vials needed?,15 vials,30 vials,11.25 vials,7.5 vials,22.5 vials,A,Tablets/doses per day = 3. Duration = 5 days. Total = 3 × 5 = 15.,approved
502d9e6c-2355-42a4-8f87-22064741186b,Easy,A patient is prescribed Montelukast 10 mg once daily for 28 days. How many tablets should be dispensed?,56 tablets,21.0 tablets,42.0 tablets,28 tablets,14.0 tablets,D,Tablets/doses per day = 1. Duration = 28 days. Total = 1 × 28 = 28.,approved
b3f4d959-7b52-423c-a4c8-62b16ec35a85,Hard,A patient is started on ramipril for heart failure (up-titration) using the following titration schedule: 1.25 mg daily for 7 days; 2.5 mg daily for 7 days; 5 mg daily for 7 days; 10 mg daily for 28 days. Ramipril is available as 1.25 mg tablets. Calculate the total number of 1.25 mg tablets needed for the primary drug.,546 tablets,90.91 tablets,819 tablets,300.3 tablets,273 tablets,E,"Step 1: Calculate the total 1.25 mg tablets for each phase
• Phase 1: 1.25 mg daily × 7 days → 1 tablet/day × 7 = 7 tablets
• Phase 2: 2.5 mg daily × 7 days → 2 tablets/day × 7 = 14 tablets
• Phase 3: 5 mg daily × 7 days → 4 tablets/day × 7 = 28 tablets
• Phase 4: 10 mg daily × 28 days → 8 tablets/day × 28 = 224 tablets

Step 2: Calculate the total
• Total = 7 + 14 + 28 + 224 = 273 tablets

Answer: 273 tablets

Why other answers are wrong:
• 546 tablets — Double the correct answer
• 90.91 tablets — Calculation error
• 819 tablets — Triple the correct answer
• 300.3 tablets — Calculation error",approved
74938f0f-9ec1-4825-8178-0e46e02d8cef,Hard,"A patient is started on rifampicin + isoniazid + pyrazinamide + ethambutol for TB (intensive phase, 50-70 kg patient) using the following titration schedule: R 450mg + H 300mg + Z 1500mg + E 800mg daily for 56 days. Rifampicin is available as 150 mg tablets.  isoniazid 100mg tabs (packs of 56); pyrazinamide 500mg tabs (packs of 100); ethambutol 400mg tabs (packs of 56); Calculate the total number of 150 mg tablets needed for the primary drug.",1680 tablets,42 tablets,504 tablets,16.8 tablets,168 tablets,E,"Step 1: Calculate the number of rifampicin 150 mg tablets per day
• Rifampicin dose: 450 mg daily
• Tablets per day = 450 mg ÷ 150 mg = 3 tablets/day

Step 2: Calculate the total for the course
• Duration: 56 days (intensive phase)
• Total = 3 tablets/day × 56 days = 168 tablets

Answer: 168 rifampicin 150 mg tablets

Why other answers are wrong:
• Other options represent errors in daily tablet count or course duration",approved
30dc4856-5ae5-4c3c-8a46-d09ad512dfdf,Hard,"A 60 kg patient with an eGFR of 20 mL/min/1.73m² is prescribed amikacin at 15 mg/kg once daily. The BNF recommends a maximum single dose of 1500 mg and the following renal dose adjustments: eGFR 15-29 mL/min/1.73m²: reduce to 40% of normal dose. Amikacin injection is available as 50 mg/mL in 2 mL vials. The dose is diluted to 250 mL and infused over 60 minutes. If the adjusted dose is diluted to 250 mL and infused over 60 minutes, what is the infusion rate in mL/hour?",275 mL/hour,250 mL/hour,62.5 mL/hour,125 mL/hour,1000 mL/hour,B,"Step 1: Calculate the normal dose
• Normal dose = 60 kg × 15 mg/kg = 900 mg

Step 2: Check against maximum
• 900 mg is below 1500 mg max, so no cap

Step 3: Apply renal dose adjustment
• eGFR 20 falls in 15–29 range: reduce to 40%
• Adjusted dose = 900 mg × 0.40 = 360 mg

Step 4: Calculate infusion rate
• Diluted to 250 mL, infused over 60 minutes (1 hour)
• Rate = 250 mL ÷ 1 hour = 250 mL/hour

Answer: 250 mL/hour

Why other answers are wrong:
• Other options represent errors in infusion time or dose calculation",approved
8c4597ae-f936-4ed3-827f-5e61b56d7142,Hard,A patient is started on bisoprolol for heart failure (up-titration) using the following titration schedule: 1.25 mg daily for 14 days; 2.5 mg daily for 14 days; 3.75 mg daily for 14 days; 5 mg daily for 14 days; 7.5 mg daily for 14 days; 10 mg daily for 28 days. Bisoprolol is available as 1.25 mg tablets. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,4 pack(s) of 28,16 pack(s) of 28,160 pack(s) of 28,48 pack(s) of 28,32 pack(s) of 28,B,"Step 1: Calculate the total 1.25 mg tablets for each phase
• Phase 1: 1.25 mg/day × 14 = 1 tab/day × 14 = 14 tablets
• Phase 2: 2.5 mg/day × 14 = 2 tabs/day × 14 = 28 tablets
• Phase 3: 3.75 mg/day × 14 = 3 tabs/day × 14 = 42 tablets
• Phase 4: 5 mg/day × 14 = 4 tabs/day × 14 = 56 tablets
• Phase 5: 7.5 mg/day × 14 = 6 tabs/day × 14 = 84 tablets
• Phase 6: 10 mg/day × 28 = 8 tabs/day × 28 = 224 tablets

Step 2: Total tablets and convert to packs
• Total = 14 + 28 + 42 + 56 + 84 + 224 = 448 tablets
• Packs = 448 ÷ 28 = 16 packs

Answer: 16 pack(s) of 28

Why other answers are wrong:
• Other options represent miscounts of tablets per phase or pack division errors",approved
ee9fe4d8-94bf-4106-8487-1678e36f2a41,Easy,A patient is prescribed Rosuvastatin 10 mg once daily for 30 days. How many tablets should be dispensed?,22.5 tablets,60 tablets,15.0 tablets,45.0 tablets,30 tablets,E,High-potency statin supply: OD (once daily) for 30 days = 30 tablets. Rosuvastatin 10 mg is considered high-intensity statin therapy (equivalent to atorvastatin 40 mg). Can be taken at any time of day. Most potent statin per milligram; doses range 5-40 mg. Fewer drug interactions than atorvastatin due to limited CYP metabolism.,approved
06508de6-6c1c-46a7-9bcf-9b63e1d32cc9,Hard,"A patient (weight 68 kg, height 155 cm, BSA 1.72 m²) is prescribed doxorubicin at 60 mg/m² as part of a chemotherapy regimen. The BNF maximum single dose is 150 mg. The calculated dose is to be diluted in 100 mL of appropriate diluent and infused over 30 minutes. Calculate the infusion rate in mL/hour.",100 mL/hour,50 mL/hour,20 mL/hour,2000 mL/hour,200 mL/hour,E,"Step 1: Calculate the dose using BSA
• Dose = 60 mg/m² × 1.72 m² = 103.2 mg

Step 2: Check against maximum
• 103.2 mg is below 150 mg max, so no cap

Step 3: Calculate infusion rate
• Diluted in 100 mL, infused over 30 minutes (0.5 hours)
• Rate = 100 mL ÷ 0.5 hours = 200 mL/hour

Answer: 200 mL/hour

Why other answers are wrong:
• Other options represent errors in time conversion or volume calculations",approved
a2526e79-17f8-4de5-a49a-924b5ef8bb2d,Hard,A patient is started on levetiracetam for epilepsy (initiation) using the following titration schedule: 250 mg twice daily for 14 days; 500 mg twice daily for 14 days; 750 mg twice daily for 14 days; 1000 mg twice daily for 28 days. Levetiracetam is available as 250 mg tablets. Calculate the total number of 250 mg tablets needed for the primary drug.,3920 tablets,39.2 tablets,431.2 tablets,130.5 tablets,392 tablets,E,"Step 1: Calculate the total 250 mg tablets for each phase
• Phase 1: 250 mg BD × 14 days → 2 tablets/day × 14 = 28 tablets
• Phase 2: 500 mg BD × 14 days → 4 tablets/day × 14 = 56 tablets
• Phase 3: 750 mg BD × 14 days → 6 tablets/day × 14 = 84 tablets
• Phase 4: 1000 mg BD × 28 days → 8 tablets/day × 28 = 224 tablets

Step 2: Calculate the total
• Total = 28 + 56 + 84 + 224 = 392 tablets

Answer: 392 tablets

Why other answers are wrong:
• Other options represent miscounts of tablets per dose or phase durations",approved
98498036-3d65-4d54-94d8-69f092a9e901,Hard,A patient is started on propranolol for essential tremor / anxiety using the following titration schedule: 40 mg twice daily for 7 days; 40 mg three times daily for 7 days; 80 mg twice daily for 14 days; 80 mg three times daily for 28 days. Propranolol is available as 40 mg tablets. Calculate the total number of 40 mg tablets needed for the primary drug.,518 tablets,777 tablets,259 tablets,64.75 tablets,1036 tablets,C,"Step 1: Calculate the total 40 mg tablets for each phase
• Phase 1: 40 mg BD × 7 days → 2 tablets/day × 7 = 14 tablets
• Phase 2: 40 mg TDS × 7 days → 3 tablets/day × 7 = 21 tablets
• Phase 3: 80 mg BD × 14 days → 4 tablets/day × 14 = 56 tablets
• Phase 4: 80 mg TDS × 28 days → 6 tablets/day × 28 = 168 tablets

Step 2: Calculate the total
• Total = 14 + 21 + 56 + 168 = 259 tablets

Answer: 259 tablets

Why other answers are wrong:
• Other options represent miscounts of daily tablets or phase durations",approved
c9ee5f29-3fc4-4ae6-a687-cec5c61fc035,Hard,A patient is started on propranolol for essential tremor / anxiety using the following titration schedule: 40 mg twice daily for 7 days; 40 mg three times daily for 7 days; 80 mg twice daily for 14 days; 80 mg three times daily for 28 days. Propranolol is available as 40 mg tablets. Calculate the total milligrams of propranolol over the entire course.,10360 mg,15540 mg,11396 mg,9324 mg,6910.1 mg,A,"Step 1: Calculate the total mg for each phase
• Phase 1: 40 mg BD × 7 days = 80 mg/day × 7 = 560 mg
• Phase 2: 40 mg TDS × 7 days = 120 mg/day × 7 = 840 mg
• Phase 3: 80 mg BD × 14 days = 160 mg/day × 14 = 2240 mg
• Phase 4: 80 mg TDS × 28 days = 240 mg/day × 28 = 6720 mg

Step 2: Calculate the total
• Total = 560 + 840 + 2240 + 6720 = 10360 mg

Answer: 10360 mg

Why other answers are wrong:
• Other options represent errors in phase duration or frequency calculations",approved
bf03f256-789d-4843-a29d-a34e03afb9a6,Easy,A patient is prescribed Mycophenolate 1 g twice daily for 7 days. How many tablets should be dispensed?,7.0 tablets,21.0 tablets,28 tablets,14 tablets,10.5 tablets,D,Immunosuppressant supply: BD (twice daily) for 7 days. Assuming 1 g tablets: Tablets = 2/day × 7 days = 14 tablets. Mycophenolate mofetil (MMF) is used post-transplant and in autoimmune diseases. GI side effects are common. Teratogenic - effective contraception essential. Monitor FBC for bone marrow suppression.,approved
a8dc71bd-bf60-4171-adfa-a43c9fefb5c1,Hard,A patient is started on duloxetine for diabetic neuropathy using the following titration schedule: 30 mg daily for 14 days; 60 mg daily for 14 days; 60 mg twice daily for 28 days. Duloxetine is available as 30 mg tablets. Calculate the total milligrams of duloxetine over the entire course.,18480 mg,13860 mg,5082 mg,46200 mg,4620 mg,E,"Step 1: Calculate the total mg for each phase
• Phase 1: 30 mg daily × 14 days = 420 mg
• Phase 2: 60 mg daily × 14 days = 840 mg
• Phase 3: 60 mg BD × 28 days = 120 mg/day × 28 = 3360 mg

Step 2: Calculate the total
• Total = 420 + 840 + 3360 = 4620 mg

Answer: 4620 mg

Why other answers are wrong:
• Other options represent errors in daily dose or phase duration calculations",approved
4834109a-4cac-4639-8b5c-c548cc320ce9,Hard,"A patient (weight 74 kg, height 150 cm, BSA 1.96 m²) is prescribed doxorubicin at 60 mg/m² as part of a chemotherapy regimen. The BNF maximum single dose is 150 mg. The calculated dose is to be diluted in 100 mL of appropriate diluent and infused over 30 minutes. Calculate the infusion rate in mL/hour.",400 mL/hour,50 mL/hour,180 mL/hour,20 mL/hour,200 mL/hour,E,"Step 1: Calculate the dose using BSA
• Dose = 60 mg/m² × 1.96 m² = 117.6 mg

Step 2: Check against maximum
• 117.6 mg is below 150 mg max, so no cap

Step 3: Calculate infusion rate
• Diluted in 100 mL, infused over 30 minutes (0.5 hours)
• Rate = 100 mL ÷ 0.5 hours = 200 mL/hour

Answer: 200 mL/hour

Why other answers are wrong:
• Other options represent errors in time conversion or infusion calculations",approved
338ca8dd-da7b-4fde-8bdc-0f0d18d4ce41,Hard,A patient is started on rivaroxaban for DVT treatment using the following titration schedule: 15 mg twice daily for 21 days; 20 mg once daily for 90 days. Rivaroxaban is available as 15 mg tablets. Tablets come in packs of 42. How many packs should be dispensed for the primary drug?,4 pack(s) of 42,1 pack(s) of 42,2 pack(s) of 42,8 pack(s) of 42,6 pack(s) of 42,A,Thiazolidinedione supply: OD (once daily) for 30 days = 30 tablets. Pioglitazone 30 mg daily is used for type 2 diabetes; can increase to 45 mg. Improves insulin sensitivity but causes fluid retention - contraindicated in heart failure. Black box warning for bladder cancer risk with prolonged use. Takes 8-12 weeks for full effect.,approved
1a8ac4f4-b019-46c2-b7e2-4c32273726ea,Easy,A patient is prescribed amoxicillin 1 g three times daily for 7 days. How many capsules are needed?,21 capsules,42 capsules,15.75 capsules,10.5 capsules,31.5 capsules,A,Beta-lactam antibiotic course: TDS (three times daily) for 7 days. Assuming 500 mg capsules: 1 g = 2 × 500 mg caps per dose. Capsules = 2 × 3 × 7 = 42. OR if 1 g capsules available: 1 × 3 × 7 = 21 capsules. High-dose amoxicillin (1 g TDS) is used for respiratory infections and H. pylori eradication.,approved
705bcda9-fb8f-48f7-a00d-71a2486be502,Hard,A patient is started on carbamazepine for epilepsy — initiation using the following titration schedule: 100 mg twice daily for 7 days; 200 mg twice daily for 7 days; 300 mg twice daily for 14 days; 400 mg twice daily for 28 days. Carbamazepine is available as 100 mg tablets. Calculate the total number of 100 mg tablets needed for the primary drug.,116.5 tablets,1050 tablets,525 tablets,1400 tablets,350 tablets,E,"Step 1: Calculate the total 100 mg tablets for each phase
• Phase 1: 100 mg BD × 7 days → 2 tablets/day × 7 = 14 tablets
• Phase 2: 200 mg BD × 7 days → 4 tablets/day × 7 = 28 tablets
• Phase 3: 300 mg BD × 14 days → 6 tablets/day × 14 = 84 tablets
• Phase 4: 400 mg BD × 28 days → 8 tablets/day × 28 = 224 tablets

Step 2: Calculate the total
• Total = 14 + 28 + 84 + 224 = 350 tablets

Answer: 350 tablets

Why other answers are wrong:
• Other options represent miscounts of tablets per dose or phase durations",approved
0772da7a-eb68-485e-b9c8-8151b28ca4a0,Easy,A patient is prescribed Tamsulosin 400 mcg once daily for 28 days. How many capsules should be dispensed?,42.0 capsules,56 capsules,28 capsules,14.0 capsules,21.0 capsules,C,"**Tablet/Dose Calculation**

**Method:**
1. Identify the dose per administration
2. Determine frequency per day
3. Calculate duration in days
4. Total = Doses per day × Number of days

**Answer: 28 capsules**

**Clinical note:** Always verify the prescription matches standard dosing guidelines and check for any dose adjustments needed.",approved
288c77e7-9120-43bf-8fdb-571c8edf1459,Hard,A patient is started on doxycycline + metronidazole for pelvic inflammatory disease using the following titration schedule: doxycycline 100 mg BD + metronidazole 400 mg BD for 14 days. Doxycycline is available as 100 mg tablets.  Also dispensing metronidazole 400 mg (packs of 21). Calculate the total milligrams of doxycycline over the entire course.,700 mg,2800 mg,932.4 mg,11200 mg,3080 mg,B,"Step 1: Calculate the total daily doxycycline dose
• Dose: 100 mg BD (twice daily) = 200 mg/day

Step 2: Calculate the total for the course
• Duration: 14 days
• Total = 200 mg/day × 14 days = 2800 mg

Answer: 2800 mg of doxycycline

Why other answers are wrong:
• Other options represent errors in daily dose or course duration calculations",approved
2f77b793-13bf-45e2-87df-cdb0dea4e6bd,Hard,"A patient (weight 68 kg, height 175 cm, BSA 1.7 m²) is prescribed paclitaxel at 175 mg/m² as part of a chemotherapy regimen. The BNF maximum single dose is 400 mg. The calculated dose is to be diluted in 500 mL of appropriate diluent and infused over 3 hour(s). Calculate the infusion rate in mL/hour.",150.0 mL/hour,16.67 mL/hour,250.1 mL/hour,166.7 mL/hour,83.35 mL/hour,D,"Chemotherapy BSA dosing: Dose = BSA × Dose per m² = 1.8 m² × 75 mg/m² = 135 mg. Docetaxel is a taxane used in breast, lung, and prostate cancers. Pre-medication with dexamethasone is essential to prevent hypersensitivity reactions and fluid retention. Neutropenia is dose-limiting; monitor FBC.",approved
c3b02a75-7354-4c87-aac8-e981b6416045,Hard,A patient is started on prednisolone for acute asthma exacerbation using the following titration schedule: 40 mg daily for 5 days; 30 mg daily for 3 days; 20 mg daily for 3 days; 10 mg daily for 3 days; 5 mg daily for 3 days. Prednisolone is available as 5 mg tablets. Calculate the total number of 5 mg tablets needed for the primary drug.,237 tablets,118.5 tablets,158 tablets,71.1 tablets,79 tablets,E,"Step 1: Calculate the total 5 mg tablets for each phase
• Phase 1: 40 mg daily × 5 days → 8 tablets/day × 5 = 40 tablets
• Phase 2: 30 mg daily × 3 days → 6 tablets/day × 3 = 18 tablets
• Phase 3: 20 mg daily × 3 days → 4 tablets/day × 3 = 12 tablets
• Phase 4: 10 mg daily × 3 days → 2 tablets/day × 3 = 6 tablets
• Phase 5: 5 mg daily × 3 days → 1 tablet/day × 3 = 3 tablets

Step 2: Calculate the total
• Total = 40 + 18 + 12 + 6 + 3 = 79 tablets

Answer: 79 tablets

Why other answers are wrong:
• Other options represent miscounts across the taper phases",approved
82e014af-c67e-4b52-94d0-698fcfc8b6b0,Hard,A patient is started on doxycycline + metronidazole for pelvic inflammatory disease using the following titration schedule: doxycycline 100 mg BD + metronidazole 400 mg BD for 14 days. Doxycycline is available as 100 mg tablets.  Also dispensing metronidazole 400 mg (packs of 21). How many packs of metronidazole 400 mg are needed?,2 pack(s) of 21,1.33 pack(s) of 21,2.2 pack(s) of 21,1.8 pack(s) of 21,1 pack(s) of 21,A,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 28 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
1c5aa9d7-41c9-44b6-ac7d-ff384ee16b08,Hard,A patient is started on apixaban for PE treatment using the following titration schedule: 10 mg twice daily for 7 days; 5 mg twice daily for 83 days. Apixaban is available as 5 mg tablets. Calculate the total milligrams of apixaban over the entire course.,970 mg,1940 mg,485 mg,647.0 mg,2910 mg,A,"Step 1: Calculate the total mg for each phase
• Phase 1: 10 mg BD × 7 days = 20 mg/day × 7 = 140 mg
• Phase 2: 5 mg BD × 83 days = 10 mg/day × 83 = 830 mg

Step 2: Calculate the total
• Total = 140 + 830 = 970 mg

Answer: 970 mg

Why other answers are wrong:
• Other options represent errors in daily dose or phase duration calculations",approved
3c08bfb6-2fb6-4b71-acf5-6079941e5768,Hard,A 12-year-old child weighing 24 kg is prescribed ibuprofen at 10 mg/kg mg/kg TDS for 7 days. The BNF recommends a maximum single dose of 400 mg and maximum daily dose of 1200 mg for children. Ibuprofen is available as 100 mg/5 mL suspension. What is the correct single dose in mg for this child?,960 mg,480 mg,160.1 mg,240 mg,216 mg,D,"IV antibiotic daily dose: QDS (four times daily) × 1.2 g = 4.8 g/day. Benzylpenicillin (Penicillin G) is given IV for serious infections like meningitis, endocarditis, and severe pneumonia. High doses (up to 2.4 g QDS) may be needed. Short half-life (~30 min) necessitates frequent dosing or continuous infusion.",approved
f632d8e0-3a73-4877-bfb1-48637ca11dd3,Hard,A patient is started on donepezil for Alzheimer's disease using the following titration schedule: 5 mg once daily for 28 days; 10 mg once daily for 56 days. Donepezil is available as 5 mg tablets. Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,3.33 pack(s) of 28,5.5 pack(s) of 28,5 pack(s) of 28,15 pack(s) of 28,1.25 pack(s) of 28,C,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 10 doses**

**Clinical note:** Verify prescription matches standard dosing.",approved
807ebfd1-7493-4b81-9353-d0228de59e36,Hard,A patient is started on gabapentin for neuropathic pain using the following titration schedule: 300 mg once daily for 3 days; 300 mg twice daily for 4 days; 300 mg three times daily for 7 days; 400 mg three times daily for 14 days. Gabapentin is available in appropriate tablet strengths. Calculate the total number of 100 mg tablets needed for the primary drug.,81.4 tablets,296 tablets,148 tablets,37 tablets,74 tablets,E,"**Tablet/Dose Calculation**

**Method:**
1. Doses per day = Frequency (e.g., BD=2, TDS=3, QDS=4)
2. Total tablets = Doses per day × Number of days

**Answer: 28 tablets**

**Clinical note:** Verify prescription matches standard dosing.",approved
ee9c7ade-9b70-4810-a6bf-8c90121d0357,Hard,A patient is started on mirtazapine for depression with insomnia using the following titration schedule: 15 mg at night for 14 days; 30 mg at night for 14 days; 45 mg at night for 28 days. Mirtazapine is available as 15 mg tablets. Calculate the total number of 15 mg tablets needed for the primary drug.,41.96 tablets,504 tablets,138.6 tablets,84.04 tablets,126 tablets,E,"H2 antagonist supply: BD (twice daily) for 30 days. Tablets = 2/day × 30 days = 60 tablets. Famotidine 20 mg BD is used for GORD, peptic ulcer, and stress ulcer prophylaxis. Less potent acid suppression than PPIs but useful when PPIs are contraindicated or for step-down therapy. Fewer drug interactions than cimetidine.",approved
c694faff-25fd-46c4-a35b-d6d08c699aad,Hard,A patient is started on levetiracetam for epilepsy (initiation) using the following titration schedule: 250 mg twice daily for 14 days; 500 mg twice daily for 14 days; 750 mg twice daily for 14 days; 1000 mg twice daily for 28 days. Levetiracetam is available as 250 mg tablets. Tablets come in packs of 60. How many packs should be dispensed for the primary drug?,21 pack(s) of 60,70 pack(s) of 60,28 pack(s) of 60,1.75 pack(s) of 60,7 pack(s) of 60,E,"Antibiotic/antimycobacterial supply: OD (once daily) for 14 days = 14 capsules. Rifampicin 600 mg daily (for patients ≥50 kg) is used for TB treatment and chemoprophylaxis, meningococcal prophylaxis, and other infections. Potent CYP450 inducer - causes numerous drug interactions. Orange discolouration of body fluids is harmless.",approved
a611c5bf-3d1d-4301-9ff6-0fb0838ffe62,Hard,A patient is started on amitriptyline for neuropathic pain (titrating) using the following titration schedule: 10 mg at night for 7 days; 25 mg at night for 7 days; 50 mg at night for 14 days; 75 mg at night for 28 days. Amitriptyline is available in appropriate tablet strengths. Calculate the total milligrams of amitriptyline over the entire course.,3045 mg,6090 mg,4567.5 mg,30450 mg,12180 mg,A,5-alpha reductase inhibitor supply: OD (once daily) for 90 days (3 months) = 90 tablets. Finasteride 5 mg daily is used for benign prostatic hyperplasia (BPH). Takes 6+ months for maximum effect on prostate size. Also used at 1 mg for male pattern baldness. Women of childbearing age must not handle crushed tablets (teratogenic).,approved
f9e00042-50ab-476a-a6a0-45b1d9d487d3,Hard,"A patient (weight 75 kg, height 168 cm, BSA 1.66 m²) is prescribed cyclophosphamide at 600 mg/m² as part of a chemotherapy regimen. The BNF maximum single dose is 1500 mg. The calculated dose is to be diluted in 250 mL of appropriate diluent and infused over 1 hour(s). Calculate the infusion rate in mL/hour.",375 mL/hour,2500 mL/hour,250 mL/hour,25 mL/hour,62.5 mL/hour,C,"**BSA-Based Dosing**

**Formula:** Dose = Dose per m² × BSA (m²)

**Answer: 297.5 mg**",approved
e2910c85-801b-4618-9491-4364fbd24561,Hard,A patient is started on quetiapine for bipolar depression using the following titration schedule: 50 mg at night for 3 days; 100 mg at night for 4 days; 200 mg at night for 7 days; 300 mg at night for 42 days. Quetiapine is available as 25 mg tablets. Tablets come in packs of 60. How many packs should be dispensed for the primary drug?,10 pack(s) of 60,5 pack(s) of 60,20 pack(s) of 60,15 pack(s) of 60,1 pack(s) of 60,A,Alpha-blocker supply: OD (once daily) for 30 days = 30 tablets. Alfuzosin 10 mg MR daily treats lower urinary tract symptoms in BPH. Uroselective alpha-blocker with less orthostatic hypotension than non-selective agents. Take after meals. First-dose hypotension risk - start at bedtime. Avoid with CYP3A4 inhibitors.,approved
fa23889b-c64f-4811-b492-e98245ac7b3a,Hard,A patient has a haemoglobin of 60 g/L. The target is 90 g/L. Each unit of packed red cells is expected to raise Hb by approximately 10 g/L. Each unit has a volume of approximately 330 mL and should be transfused over 2 hours. How many units are needed?,3.3 units,2.7 units,4.5 units,3 units,0.3 units,D,PDE5 inhibitor maximum dose: Sildenafil is taken PRN (as needed) for erectile dysfunction. Maximum recommended dose is 100 mg in 24 hours - typically one 50 mg or 100 mg tablet per day. Reduce to 25 mg with CYP3A4 inhibitors or in hepatic/severe renal impairment. Do not use with nitrates.,approved
adc5de2a-3a25-49f8-86d3-d6c8340c4d17,Hard,A patient is started on H. pylori triple therapy for H. pylori eradication using the following titration schedule: omeprazole 20mg BD + amoxicillin 1g BD + clarithromycin 500mg BD for 7 days. H. is available as 20 mg tablets.  amoxicillin 500mg caps (packs of 21); clarithromycin 250mg tabs (packs of 14); Tablets come in packs of 28. How many packs should be dispensed for the primary drug?,0.9 pack(s) of 28,0.1 pack(s) of 28,0.25 pack(s) of 28,0.67 pack(s) of 28,1 pack(s) of 28,E,PDE5 inhibitor supply: OD (once daily) for 28 days = 28 tablets. Tadalafil 5 mg daily is used for erectile dysfunction (continuous dosing) and BPH/LUTS. Long half-life (~18 hours) allows daily dosing. Contraindicated with nitrates (severe hypotension). PRN dosing uses 10-20 mg taken before activity.,approved
45cc1698-e548-41d7-89b5-f165739cfa5c,Hard,A patient is started on spironolactone for heart failure (initiation) using the following titration schedule: 25 mg daily for 28 days; 50 mg daily for 28 days. Spironolactone is available as 25 mg tablets. Calculate the total number of 25 mg tablets needed for the primary drug.,84 tablets,8.4 tablets,56.03 tablets,42 tablets,336 tablets,A,TB treatment supply: OD (once daily) for 180 days (6 months) = 180 tablets. Isoniazid 300 mg daily is standard adult dose for TB treatment and latent TB prophylaxis. Always co-prescribe pyridoxine (vitamin B6) 10-25 mg to prevent peripheral neuropathy. Monitor LFTs monthly. Avoid alcohol (hepatotoxicity).,approved
